id,recc tuple
"Oreo-Stuffed-Chocolate-Chip-Cookies-1114282","Warm-baked-chocolate-chip-cookie-stuffed-oreos-334311","Soft-batch-style-chocolate-chip-cookies-333478","Double-cookies-and-cream-kiss-cookie-bars-334694","Inside-out-rice-krispie-chocolate-chip-cookies-334965","XXL-M_M-Chocolate-Chip-Cookies-1077977"
"Watermelon-Popsicles-1924021","Watermelon-Fruit-Leather-680771","Classic-Lemonade-1526654","Lemon-Sorbet_-Easy_-Elegant_-and-Refreshing-1579156","Strawberry-Lemonade-1825396","Watermelon-Lemonade-1247992"
"Nutella-mallow-pillow-pockets-335004","Shiroi-Koibito-1253078","Starfish-Cookies-2065920","How-to-Make-a-Gingerbread-House-1337951","Fresh-Strawberry-Cupcakes-1094260","Labor-Inducing-Gingersnap-Cookie-1127845"
"Red-Velvet-Cake-760185","Red-Velvet-Cobbler-750119","Red-Velvet-Cake-1236217","Red-Velvet-Truffles-1192449","Black-Bottom-Cupcakes-470343","Red-Velvet-Cupcakes-1069187"
"Chocolate-Hazelnut-Smoothie-with-Bananas-1621298","Ginger-Peach-Smoothie-485830","Chocolate_-Peanut-Butter_-and-Banana-Smoothie-1206660","Nutella-Dream-Cookies-Serious-Eats-41788","Chocolate_-Coconut-And-Date-Smoothie-1351006","Copycat-Starbucks-Hot-Cocoa-1182962"
"No-Bake-Peanut-Butter-Cup-Bars-_Vegan_-644000","No-Bake-Andes-Mint-Bars-1282808","Peanut-Butter-Fudge-1378040","3-Ingredient-Peanut-Butter-Caramel-1060962","Healthy-Chocolate-Chia-Pudding-_21-Day-Fix-Approved_-1262345","Chocolate-Almond-Smoothies-968537"
"Molten-Chocolate-Lava-Cake-1530448","Molten-Chocolate-Lava-Cakes-1931870","Molten-Chocolate-Lava-Cakes-1972356","Cutting-through-the-centre-of-a-cake_-watching-a-stream-of-hot-chocolate-lava-flowing-out_-pairing-it-with-a-scoop-of-freezing-cold-ice-cream_-Does-it-sounds-like-just-the-perfect-dessert-for-tonight_-1253002","The-Ultimate-Chocolate-Truffle-Guide-1077777","Gateau-de-Chocolate-1495323"
"Silky_-Decadent-Old-School-Chocolate-Mousse-1905243","Flourless-chocolate-lava-cakes-351382","French-Chocolate-Brownies-683104","Flourless-Chocolate-Cake-577117","Flourless-Chocolate-Cake-I-1608242","Flourless-chocolate-cake-334879"
"The-Best-Ultimate-Chocolate-Chip-Cookies-1630008","English-Toffee-967516","Eggless-Chocolate-Chip-Cookie-Dough-Truffles-1047686","Chocolate-Ice-Cream-1598370","Congo-Bars-1072119","Soft-Batch-Chocolate-Chip-Cookies-1785007"
"Salted-Caramel-Cups-771189","Peanut-butter-crispy-bars-307220","Homemade-Marshmallows-II-1607717","Healthy-Peanut-Butter-Cups-1347086","Dark-Chocolate-Covered-Butter-Toffee-1035613","Chocolate-Caramel-Cups-1189409"
"Frozen-hot-chocolate_-serendipity-style-334969","Watermelon-Sherbet-1109574","Whipped-Cream-1204148","Chocolate-Chip-Palmiers-1574850","Chocolate-Chip-Palmiers-and-an-Indoor-French-Picnic-2059625","Hot-chocolate-cookies-ii-_week-2-of-12-weeks-of-cookies_-335791"
"White-chocolate-mousse-335269","White-Chocolate-Cream-Cheese-Mousse-443044","Mini-Meringues-977086","Peppermint-Meringue-Cookies-Simply-Recipes-42731","Vanilla-Bean-Cheesecake-1924006","White-Chocolate-Velvet-Pie-1875108"
"The-Best-Chocolate-Smoothie-Energy-Booster-680853","Dark-Chocolate-Sorbet-1272412","Out-of-this-world-Dark-chocolate-and-peanut-butter-oatmeal-986662","Chocolate-Banana-Smoothie-985117","Bob-Greene_s-Healthy-Chocolate-Pudding-1166675","Best-Ever-Brownie-1615814"
"Dark-Chocolate-Clusters-_No-Bake_-1637306","Salted-dark-chocolate-popcorn-314529","Sweet-_n-Spicy-Pumpkin-Seed-Butter-1681624","Two-Ingredient-Chocolate-Mousse-1398154","Creamy-Lemon-Butter-Sauce-1292548","Homemade-Almond-Milk-1063421"
"Watermelon-Yogurt-Popsicles-1220947","No-Bake-Energy-Bites-1127826","Mocha-Overnight-Oatmeal-1282683","Chocolate-Chip-Palmiers-and-an-Indoor-French-Picnic-2059625","Watermelon-Sherbet-1109574","30-Calorie-Frozen-Yogurt-Cupcakes-575604"
"Microwave-Mug-Double-Chocolate-Brownie-1224726","Homemade-Hot-Cocoa-Mix-Worlds-Best-1847662","No-Machine-Chocolate-Ice-Cream-1185630","Sour-cream-coffee-cake-heaven-345255","Old-Fashioned-Stovetop-Hot-Chocolate-471235","Homemade-Flour-Tortillas-1524184"
"S_more-Crack-Dip-1193042","Hot-SMores-Dip-1175403","S_mores-Dip-1634414","S_mores-Truffles-484936","Skillet-Smores-Dip-1113385","S_MORES-FUDGE-1712611"
"Almond-Butter-Blondies-1825158","Peanut-Butter-Chocolate-Chip-Cupcakes-1822931","Cinnamon-Apple-Cake-1858118","Vanilla-Almond-Butter-1890772","The-Best-Chocolate-Pudding-You-Will-Ever-Taste-1204045","Chocolate-Chip-Almond-Butter-Cookies-2062279"
"Homemade-chocolate-fudge-sauce-333977","Water-toast-314487","Delicious-Baked-Fudge-The-Pioneer-Woman-Cooks-_-Ree-Drummond-41361","Green-Onion-Pancake-544403","Indian-Saffron-Rice-Allrecipes","Chocolate-Milk-Mix-1630558"
